Frame,Hand,Landmark,X,Y,Z
3,0,0,0.7260640263557434,0.6843099594116211,3.98409355284457e-07
3,0,1,0.7117339968681335,0.6466583609580994,-0.006413338240236
3,0,2,0.7053217887878418,0.6100401282310486,-0.0178000815212726
3,0,3,0.6902374625205994,0.593729555606842,-0.0310391504317522
3,0,4,0.6797443628311157,0.5943006277084351,-0.0444662310183048
3,0,5,0.7419430017471313,0.5920389294624329,-0.0240251701325178
3,0,6,0.736526370048523,0.5498584508895874,-0.0427920259535312
3,0,7,0.7327157855033875,0.518724262714386,-0.0550065077841281
3,0,8,0.7295560836791992,0.493566632270813,-0.064128041267395
3,0,9,0.7488166093826294,0.606967031955719,-0.0355573259294033
3,0,10,0.734679639339447,0.5609304308891296,-0.0564193800091743
3,0,11,0.7281632423400879,0.5296458005905151,-0.0685929954051971
3,0,12,0.7233381271362305,0.5015076398849487,-0.0762994065880775
3,0,13,0.7438034415245056,0.6291415691375732,-0.0466547384858131
3,0,14,0.691166877746582,0.6036393642425537,-0.0637430474162101
3,0,15,0.6863686442375183,0.6194354891777039,-0.0580588802695274
3,0,16,0.6966935396194458,0.6283054351806641,-0.0508341938257217
3,0,17,0.7291868925094604,0.6537358164787292,-0.0590643659234046
3,0,18,0.6828265190124512,0.6314480304718018,-0.0695712864398956
3,0,19,0.6819032430648804,0.6414393186569214,-0.0620268248021602
3,0,20,0.6935602426528931,0.6502186059951782,-0.0545621663331985
3,0,21,0.5473700761795044,0.3370535373687744,-1.2813808917999268
3,0,22,0.5719640851020813,0.2950796484947204,-1.2242846488952637
3,0,23,0.5650778412818909,0.3779101371765136,-1.106647491455078
3,0,24,0.6953548789024353,0.5322586297988892,-0.4160611927509308
3,0,25,0.757733941078186,0.8632289171218872,-0.743378758430481
3,1,0,0.0,0.0,0.0
3,1,1,0.0,0.0,0.0
3,1,2,0.0,0.0,0.0
3,1,3,0.0,0.0,0.0
3,1,4,0.0,0.0,0.0
3,1,5,0.0,0.0,0.0
3,1,6,0.0,0.0,0.0
3,1,7,0.0,0.0,0.0
