Frame,Hand,Landmark,X,Y,Z
1,0,0,0.802151083946228,0.5789237022399902,3.082871558035549e-07
1,0,1,0.8304762244224548,0.5335164666175842,0.009038021788001
1,0,2,0.8371526598930359,0.492324948310852,0.0078277131542563
1,0,3,0.8279110193252563,0.4617761671543121,0.0047265975736081
1,0,4,0.817536473274231,0.440460741519928,0.0002229125675512
1,0,5,0.8401018381118774,0.4679006040096283,-0.0166375897824764
1,0,6,0.8505199551582336,0.405498743057251,-0.0288122612982988
1,0,7,0.8510385751724243,0.3666397333145141,-0.0335205011069774
1,0,8,0.8491100668907166,0.33707195520401,-0.0352527052164077
1,0,9,0.8185614347457886,0.4691792726516723,-0.0274845268577337
1,0,10,0.8319854140281677,0.4024271965026855,-0.0376153737306594
1,0,11,0.8308822512626648,0.3594438433647156,-0.0414348319172859
1,0,12,0.828522264957428,0.3263423442840576,-0.0440280362963676
1,0,13,0.7908139228820801,0.4761040508747101,-0.0366297475993633
1,0,14,0.7956627607345581,0.4179233014583587,-0.0453941896557807
1,0,15,0.7928309440612793,0.3796876072883606,-0.0527274720370769
1,0,16,0.7916122078895569,0.3515010476112366,-0.0580390579998493
1,0,17,0.7595866918563843,0.487391322851181,-0.0439635440707206
1,0,18,0.7449216246604919,0.4516258835792541,-0.0532849915325641
1,0,19,0.7324684858322144,0.4268766343593597,-0.0583693608641624
1,0,20,0.7224123477935791,0.4058045744895935,-0.0612642429769039
1,0,24,0.6786788105964661,0.5570700168609619,-0.1132520958781242
1,0,25,0.7630760073661804,0.8598587512969971,-0.4167482852935791
1,1,0,0.0,0.0,0.0
1,1,1,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0
1,1,8,0.0,0.0,0.0
1,1,9,0.0,0.0,0.0
1,1,10,0.0,0.0,0.0
1,1,11,0.0,0.0,0.0
