Frame,Hand,Landmark,X,Y,Z
1,0,0,0.4813442230224609,0.7467498183250427,1.6877602604381536e-07
1,0,1,0.4628719091415405,0.6947066783905029,-0.0003466772323008
1,0,2,0.4231302440166473,0.6781992316246033,0.0047268392518162
1,0,3,0.3892192542552948,0.681560218334198,0.0096548488363623
1,0,4,0.3682038486003876,0.6892650127410889,0.0142164481803774
1,0,5,0.3878930211067199,0.6936383247375488,0.0009588802349753
1,0,6,0.346437931060791,0.687070906162262,0.0030689814593642
1,0,7,0.3231298625469208,0.6859838962554932,0.0047889673151075
1,0,8,0.3086659014225006,0.6867475509643555,0.0055896705016493
1,0,9,0.3800871074199676,0.7272161245346069,0.0003320347459521
1,0,10,0.3350018858909607,0.7297298908233643,0.0040850462391972
1,0,11,0.3098965287208557,0.7327376008033752,0.0054893163032829
1,0,12,0.2958582937717438,0.735063374042511,0.0065022879280149
1,0,13,0.3847559094429016,0.75788414478302,-0.000300931133097
1,0,14,0.3422901034355163,0.767187237739563,0.0011784991947934
1,0,15,0.3239732980728149,0.7711190581321716,-0.0015541706234216
1,0,16,0.3130719661712646,0.7713769674301147,-0.0043032518588006
1,0,17,0.3985842764377594,0.7827374935150146,-0.0006310162716545
1,0,18,0.3802779614925384,0.7981169819831848,-0.0032480626832693
1,0,19,0.3751676976680755,0.8050437569618225,-0.0046739503741264
1,0,20,0.375224620103836,0.8085455298423767,-0.0046966420486569
1,0,21,0.501907467842102,0.3560464382171631,-0.8078916072845459
1,0,22,0.5360616445541382,0.3179293274879455,-0.758124589920044
1,0,23,0.5287625193595886,0.3974952101707458,-0.6720356941223145
1,1,0,0.0,0.0,0.0
1,1,1,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0
1,1,8,0.0,0.0,0.0
1,1,9,0.0,0.0,0.0
1,1,10,0.0,0.0,0.0
1,1,11,0.0,0.0,0.0
1,1,12,0.0,0.0,0.0
1,1,13,0.0,0.0,0.0
1,1,14,0.0,0.0,0.0
1,1,15,0.0,0.0,0.0
1,1,16,0.0,0.0,0.0
1,1,17,0.0,0.0,0.0
1,1,18,0.0,0.0,0.0
1,1,19,0.0,0.0,0.0
1,1,20,0.0,0.0,0.0
1,1,21,0.501907467842102,0.3560464382171631,-0.8078916072845459
1,1,22,0.4567900896072387,0.322053849697113,-0.7587619423866272
1,1,23,0.4703770875930786,0.4042336940765381,-0.6721823811531067
3,0,0,0.4779932200908661,0.7446668744087219,-1.1128889809697284e-07
3,0,1,0.4588794708251953,0.696269690990448,0.0051455679349601
3,0,2,0.4195974171161651,0.6832655668258667,0.0087055740877985
3,0,3,0.388281375169754,0.6894897222518921,0.0111176986247301
3,0,4,0.3716422319412231,0.7022449374198914,0.0139681231230497
3,0,5,0.3804838061332702,0.6937970519065857,-0.0004874540318269
3,0,6,0.339000940322876,0.6924595832824707,-0.0028191145975142
3,0,7,0.3378066718578338,0.6934293508529663,-0.0024363950360566
3,0,8,0.3465975821018219,0.6937733292579651,-0.001261884230189
3,0,9,0.3752621710300445,0.7265392541885376,-0.0046052457764744
3,0,10,0.327529102563858,0.7323077321052551,-0.0054162526503205
3,0,11,0.331133097410202,0.7301777005195618,-0.0027772686444222
3,0,12,0.345569372177124,0.7285032868385315,0.0001378972228849
3,0,13,0.3802475035190582,0.7573023438453674,-0.0078935241326689
3,0,14,0.3369359672069549,0.7647525072097778,-0.0074280085973441
3,0,15,0.3430620431900024,0.7599431276321411,-0.0022860509343445
3,0,16,0.3574095666408539,0.75588458776474,0.001217859215103
3,0,17,0.3932754099369049,0.7835062742233276,-0.0104509452357888
3,0,18,0.3681938648223877,0.7926657795906067,-0.008970433846116
3,0,19,0.3705678880214691,0.7900880575180054,-0.0031324273440986
3,0,20,0.3803888857364654,0.7881625294685364,0.0018831564811989
3,0,21,0.5007840394973755,0.3503454327583313,-0.6925585865974426
3,0,22,0.5365428328514099,0.315263569355011,-0.642358124256134
3,0,23,0.5282748341560364,0.3927099108695984,-0.5633664131164551
3,1,0,0.0,0.0,0.0
3,1,1,0.0,0.0,0.0
3,1,2,0.0,0.0,0.0
3,1,3,0.0,0.0,0.0
3,1,4,0.0,0.0,0.0
3,1,5,0.0,0.0,0.0
3,1,6,0.0,0.0,0.0
3,1,7,0.0,0.0,0.0
3,1,8,0.0,0.0,0.0
