Frame,Hand,Landmark,X,Y,Z
2,0,0,0.0,0.0,0.0
2,0,1,0.0,0.0,0.0
2,0,2,0.0,0.0,0.0
2,0,3,0.0,0.0,0.0
2,0,4,0.0,0.0,0.0
2,0,5,0.0,0.0,0.0
2,0,6,0.0,0.0,0.0
2,0,7,0.0,0.0,0.0
2,0,8,0.0,0.0,0.0
2,0,9,0.0,0.0,0.0
2,0,10,0.0,0.0,0.0
2,0,11,0.0,0.0,0.0
2,0,12,0.0,0.0,0.0
2,0,13,0.0,0.0,0.0
2,0,14,0.0,0.0,0.0
2,0,15,0.0,0.0,0.0
2,0,16,0.0,0.0,0.0
2,0,17,0.0,0.0,0.0
2,0,18,0.0,0.0,0.0
2,0,19,0.0,0.0,0.0
2,0,20,0.0,0.0,0.0
2,0,24,0.6800100207328796,0.5169128775596619,-0.5152626633644104
2,0,25,0.5035974979400635,0.8216525316238403,-0.9865522980690002
2,1,0,0.0,0.0,0.0
2,1,1,0.0,0.0,0.0
2,1,2,0.0,0.0,0.0
2,1,3,0.0,0.0,0.0
2,1,4,0.0,0.0,0.0
2,1,5,0.0,0.0,0.0
2,1,6,0.0,0.0,0.0
2,1,7,0.0,0.0,0.0
2,1,8,0.0,0.0,0.0
2,1,9,0.0,0.0,0.0
2,1,10,0.0,0.0,0.0
2,1,11,0.0,0.0,0.0
2,1,12,0.0,0.0,0.0
2,1,13,0.0,0.0,0.0
2,1,14,0.0,0.0,0.0
2,1,15,0.0,0.0,0.0
2,1,16,0.0,0.0,0.0
2,1,17,0.0,0.0,0.0
2,1,18,0.0,0.0,0.0
2,1,19,0.0,0.0,0.0
2,1,20,0.0,0.0,0.0
2,1,24,0.3977565169334411,0.5825603008270264,0.2998023927211761
2,1,25,0.3387599587440491,0.8613744378089905,0.0844402536749839
3,0,0,0.0,0.0,0.0
3,0,1,0.0,0.0,0.0
3,0,2,0.0,0.0,0.0
3,0,3,0.0,0.0,0.0
3,0,4,0.0,0.0,0.0
3,0,5,0.0,0.0,0.0
3,0,6,0.0,0.0,0.0
3,0,7,0.0,0.0,0.0
3,0,8,0.0,0.0,0.0
3,0,9,0.0,0.0,0.0
3,0,10,0.0,0.0,0.0
3,0,11,0.0,0.0,0.0
3,0,12,0.0,0.0,0.0
3,0,13,0.0,0.0,0.0
3,0,14,0.0,0.0,0.0
3,0,15,0.0,0.0,0.0
3,0,16,0.0,0.0,0.0
3,0,17,0.0,0.0,0.0
3,0,18,0.0,0.0,0.0
3,0,19,0.0,0.0,0.0
3,0,20,0.0,0.0,0.0
3,0,24,0.6820772886276245,0.5155404210090637,-0.4503712654113769
3,0,25,0.4951287508010864,0.832608163356781,-0.7667170166969299
3,1,0,0.0,0.0,0.0
3,1,1,0.0,0.0,0.0
3,1,2,0.0,0.0,0.0
3,1,3,0.0,0.0,0.0
3,1,4,0.0,0.0,0.0
3,1,5,0.0,0.0,0.0
3,1,6,0.0,0.0,0.0
3,1,7,0.0,0.0,0.0
3,1,8,0.0,0.0,0.0
3,1,9,0.0,0.0,0.0
3,1,10,0.0,0.0,0.0
3,1,11,0.0,0.0,0.0
3,1,12,0.0,0.0,0.0
3,1,13,0.0,0.0,0.0
3,1,14,0.0,0.0,0.0
3,1,15,0.0,0.0,0.0
3,1,16,0.0,0.0,0.0
3,1,17,0.0,0.0,0.0
3,1,18,0.0,0.0,0.0
3,1,19,0.0,0.0,0.0
3,1,20,0.0,0.0,0.0
3,1,24,0.4054268002510071,0.5629238486289978,0.400321215391159
3,1,25,0.3567367792129516,0.8582417964935303,0.3180626332759857
4,0,0,0.0,0.0,0.0
4,0,1,0.0,0.0,0.0
4,0,2,0.0,0.0,0.0
4,0,3,0.0,0.0,0.0
4,0,4,0.0,0.0,0.0
4,0,5,0.0,0.0,0.0
4,0,6,0.0,0.0,0.0
4,0,7,0.0,0.0,0.0
4,0,8,0.0,0.0,0.0
4,0,9,0.0,0.0,0.0
4,0,10,0.0,0.0,0.0
4,0,11,0.0,0.0,0.0
4,0,12,0.0,0.0,0.0
4,0,13,0.0,0.0,0.0
4,0,14,0.0,0.0,0.0
4,0,15,0.0,0.0,0.0
4,0,16,0.0,0.0,0.0
4,0,17,0.0,0.0,0.0
4,0,18,0.0,0.0,0.0
4,0,19,0.0,0.0,0.0
4,0,20,0.0,0.0,0.0
4,0,24,0.6923753619194031,0.5189399719238281,-0.3976076543331146
4,0,25,0.4918743968009949,0.8304901123046875,-0.6133625507354736
4,1,0,0.0,0.0,0.0
4,1,1,0.0,0.0,0.0
4,1,2,0.0,0.0,0.0
4,1,3,0.0,0.0,0.0
4,1,4,0.0,0.0,0.0
4,1,5,0.0,0.0,0.0
4,1,6,0.0,0.0,0.0
4,1,7,0.0,0.0,0.0
4,1,8,0.0,0.0,0.0
4,1,9,0.0,0.0,0.0
4,1,10,0.0,0.0,0.0
4,1,11,0.0,0.0,0.0
4,1,12,0.0,0.0,0.0
4,1,13,0.0,0.0,0.0
4,1,14,0.0,0.0,0.0
4,1,15,0.0,0.0,0.0
4,1,16,0.0,0.0,0.0
4,1,17,0.0,0.0,0.0
4,1,18,0.0,0.0,0.0
4,1,19,0.0,0.0,0.0
4,1,20,0.0,0.0,0.0
4,1,24,0.4167594909667969,0.563103437423706,0.436674416065216
4,1,25,0.3930425345897674,0.8670709729194641,0.469434380531311
7,0,0,0.2110608667135238,0.5530685782432556,-2.3233670276567866e-07
7,0,1,0.231363832950592,0.5030254125595093,-0.0091666160151362
7,0,2,0.221340000629425,0.4548470377922058,-0.0165999196469783
7,0,3,0.194007322192192,0.4357142448425293,-0.0238411836326122
7,0,4,0.1649578809738159,0.4453791677951813,-0.0330039039254188
7,0,5,0.1638874560594558,0.4445973634719848,-0.0158027000725269
7,0,6,0.1154088526964187,0.4553128778934479,-0.0303682051599025
7,0,7,0.1023620814085006,0.468050867319107,-0.0436048284173011
7,0,8,0.1023611724376678,0.4748278260231018,-0.0525530613958835
7,0,9,0.1496394574642181,0.4748243987560272,-0.018764117732644
7,0,10,0.1053323298692703,0.4861672222614288,-0.02773511223495
7,0,11,0.0958284139633178,0.4964652061462402,-0.0352996438741683
7,0,12,0.0991376861929893,0.5034245252609253,-0.0431051477789878
7,0,13,0.1418942213058471,0.5092107057571411,-0.0224714446812868
7,0,14,0.1024277955293655,0.5179072618484497,-0.0325268395245075
7,0,15,0.0960221365094184,0.5261591672897339,-0.0351691357791423
7,0,16,0.1000997424125671,0.5309668183326721,-0.0384846776723861
7,0,17,0.1374095678329467,0.5438903570175171,-0.0269067529588937
7,0,18,0.1059576123952865,0.5534512400627136,-0.0351380370557308
7,0,19,0.1032876893877983,0.5591863393783569,-0.0344408005475997
7,0,20,0.1073336750268936,0.5613843202590942,-0.0342629104852676
7,0,24,0.6854451298713684,0.5204210877418518,-0.3368571996688843
7,0,25,0.4876000583171844,0.7946544885635376,-0.7202305793762207
7,1,0,0.0,0.0,0.0
7,1,1,0.0,0.0,0.0
7,1,2,0.0,0.0,0.0
7,1,3,0.0,0.0,0.0
7,1,4,0.0,0.0,0.0
7,1,5,0.0,0.0,0.0
7,1,6,0.0,0.0,0.0
7,1,7,0.0,0.0,0.0
7,1,8,0.0,0.0,0.0
7,1,9,0.0,0.0,0.0
7,1,10,0.0,0.0,0.0
7,1,11,0.0,0.0,0.0
7,1,12,0.0,0.0,0.0
7,1,13,0.0,0.0,0.0
7,1,14,0.0,0.0,0.0
7,1,15,0.0,0.0,0.0
7,1,16,0.0,0.0,0.0
7,1,17,0.0,0.0,0.0
7,1,18,0.0,0.0,0.0
7,1,19,0.0,0.0,0.0
7,1,20,0.0,0.0,0.0
7,1,24,0.416585773229599,0.5679683685302734,0.4066649973392486
7,1,25,0.3359623849391937,0.8241386413574219,-0.0481246821582317
13,0,0,0.2517387270927429,0.5482286214828491,-2.158611209779337e-07
13,0,1,0.2735223174095154,0.5090636610984802,-0.0075744306668639
13,0,2,0.2693673968315124,0.4607398509979248,-0.0140687972307205
13,0,3,0.2392548024654388,0.4368403255939483,-0.0202565602958202
13,0,4,0.2075280547142028,0.4370408654212951,-0.0265750121325254
13,0,5,0.2393967807292938,0.4195400476455688,-0.0108469547703862
13,0,6,0.1887418180704116,0.4215899109840393,-0.0245771091431379
13,0,7,0.1866451203823089,0.4377543926239013,-0.0361754894256591
13,0,8,0.1993590742349624,0.4473523199558258,-0.043183472007513
13,0,9,0.2125422358512878,0.4376982748508453,-0.0127889364957809
13,0,10,0.1689599603414535,0.44406658411026,-0.0223154630511999
13,0,11,0.1712461113929748,0.4587286114692688,-0.0278108231723308
13,0,12,0.1871337443590164,0.4687084257602691,-0.0316733047366142
13,0,13,0.1900626718997955,0.464730441570282,-0.0155117521062493
13,0,14,0.1518812328577041,0.4688233137130737,-0.0250105317682027
13,0,15,0.1569194495677948,0.4817103743553161,-0.0239517148584127
13,0,16,0.1737650781869888,0.48893803358078,-0.0227688904851675
13,0,17,0.171609491109848,0.4949188828468323,-0.0188829880207777
13,0,18,0.1426775157451629,0.4982757866382599,-0.0264633167535066
13,0,19,0.1506138443946838,0.5094958543777466,-0.0232865735888481
13,0,20,0.1658170223236084,0.514528751373291,-0.0191028360277414
13,0,24,0.6621692180633545,0.5253642797470093,-0.4585464894771576
13,0,25,0.4879907369613647,0.8251005411148071,-0.7934032678604126
13,1,0,0.0,0.0,0.0
13,1,1,0.0,0.0,0.0
13,1,2,0.0,0.0,0.0
13,1,3,0.0,0.0,0.0
13,1,4,0.0,0.0,0.0
