Frame,Hand,Landmark,X,Y,Z
1,0,0,0.0,0.0,0.0
1,0,1,0.0,0.0,0.0
1,0,2,0.0,0.0,0.0
1,0,3,0.0,0.0,0.0
1,0,4,0.0,0.0,0.0
1,0,5,0.0,0.0,0.0
1,0,6,0.0,0.0,0.0
1,0,7,0.0,0.0,0.0
1,0,8,0.0,0.0,0.0
1,0,9,0.0,0.0,0.0
1,0,10,0.0,0.0,0.0
1,0,11,0.0,0.0,0.0
1,0,12,0.0,0.0,0.0
1,0,13,0.0,0.0,0.0
1,0,14,0.0,0.0,0.0
1,0,15,0.0,0.0,0.0
1,0,16,0.0,0.0,0.0
1,0,17,0.0,0.0,0.0
1,0,18,0.0,0.0,0.0
1,0,19,0.0,0.0,0.0
1,0,20,0.0,0.0,0.0
1,0,21,0.5192928910255432,0.3030425906181335,-0.7909395098686218
1,0,22,0.5348231196403503,0.2653406858444214,-0.7404890060424805
1,0,23,0.5432442426681519,0.3403378129005432,-0.6629480719566345
1,1,0,0.0,0.0,0.0
1,1,1,0.0,0.0,0.0
1,1,2,0.0,0.0,0.0
1,1,3,0.0,0.0,0.0
1,1,4,0.0,0.0,0.0
1,1,5,0.0,0.0,0.0
1,1,6,0.0,0.0,0.0
1,1,7,0.0,0.0,0.0
1,1,8,0.0,0.0,0.0
1,1,9,0.0,0.0,0.0
1,1,10,0.0,0.0,0.0
1,1,11,0.0,0.0,0.0
1,1,12,0.0,0.0,0.0
1,1,13,0.0,0.0,0.0
1,1,14,0.0,0.0,0.0
1,1,15,0.0,0.0,0.0
1,1,16,0.0,0.0,0.0
1,1,17,0.0,0.0,0.0
1,1,18,0.0,0.0,0.0
1,1,19,0.0,0.0,0.0
1,1,20,0.0,0.0,0.0
1,1,21,0.5192928910255432,0.3030425906181335,-0.7909395098686218
1,1,22,0.4731314778327942,0.2760877609252929,-0.7731447219848633
1,1,23,0.4986770749092102,0.3454154133796692,-0.7071846723556519
2,0,0,0.0,0.0,0.0
2,0,1,0.0,0.0,0.0
2,0,2,0.0,0.0,0.0
2,0,3,0.0,0.0,0.0
2,0,4,0.0,0.0,0.0
2,0,5,0.0,0.0,0.0
2,0,6,0.0,0.0,0.0
2,0,7,0.0,0.0,0.0
2,0,8,0.0,0.0,0.0
2,0,9,0.0,0.0,0.0
2,0,10,0.0,0.0,0.0
2,0,11,0.0,0.0,0.0
2,0,12,0.0,0.0,0.0
2,0,13,0.0,0.0,0.0
2,0,14,0.0,0.0,0.0
2,0,15,0.0,0.0,0.0
2,0,16,0.0,0.0,0.0
2,0,17,0.0,0.0,0.0
2,0,18,0.0,0.0,0.0
2,0,19,0.0,0.0,0.0
2,0,20,0.0,0.0,0.0
2,0,21,0.5208553671836853,0.2974742650985718,-0.7778322696685791
2,0,22,0.5338973999023438,0.2597681283950805,-0.7276976108551025
2,0,23,0.5451065301895142,0.3341444730758667,-0.6496383547782898
2,1,0,0.0,0.0,0.0
2,1,1,0.0,0.0,0.0
2,1,2,0.0,0.0,0.0
2,1,3,0.0,0.0,0.0
2,1,4,0.0,0.0,0.0
2,1,5,0.0,0.0,0.0
2,1,6,0.0,0.0,0.0
2,1,7,0.0,0.0,0.0
2,1,8,0.0,0.0,0.0
2,1,9,0.0,0.0,0.0
2,1,10,0.0,0.0,0.0
2,1,11,0.0,0.0,0.0
2,1,12,0.0,0.0,0.0
2,1,13,0.0,0.0,0.0
2,1,14,0.0,0.0,0.0
2,1,15,0.0,0.0,0.0
2,1,16,0.0,0.0,0.0
2,1,17,0.0,0.0,0.0
2,1,18,0.0,0.0,0.0
2,1,19,0.0,0.0,0.0
2,1,20,0.0,0.0,0.0
2,1,21,0.5208553671836853,0.2974742650985718,-0.7778322696685791
2,1,22,0.4758113026618957,0.271557092666626,-0.7632564902305603
2,1,23,0.5026189684867859,0.3405945897102356,-0.6971060633659363
3,0,0,0.0,0.0,0.0
3,0,1,0.0,0.0,0.0
3,0,2,0.0,0.0,0.0
3,0,3,0.0,0.0,0.0
3,0,4,0.0,0.0,0.0
3,0,5,0.0,0.0,0.0
3,0,6,0.0,0.0,0.0
3,0,7,0.0,0.0,0.0
3,0,8,0.0,0.0,0.0
3,0,9,0.0,0.0,0.0
3,0,10,0.0,0.0,0.0
3,0,11,0.0,0.0,0.0
3,0,12,0.0,0.0,0.0
3,0,13,0.0,0.0,0.0
3,0,14,0.0,0.0,0.0
3,0,15,0.0,0.0,0.0
3,0,16,0.0,0.0,0.0
3,0,17,0.0,0.0,0.0
3,0,18,0.0,0.0,0.0
3,0,19,0.0,0.0,0.0
3,0,20,0.0,0.0,0.0
3,0,21,0.5184893012046814,0.2938480377197265,-0.8308054804801941
3,0,22,0.5316902995109558,0.257776141166687,-0.7772484421730042
3,0,23,0.5423147678375244,0.3307321071624756,-0.6967172622680664
3,1,0,0.0,0.0,0.0
3,1,1,0.0,0.0,0.0
3,1,2,0.0,0.0,0.0
3,1,3,0.0,0.0,0.0
3,1,4,0.0,0.0,0.0
3,1,5,0.0,0.0,0.0
3,1,6,0.0,0.0,0.0
3,1,7,0.0,0.0,0.0
3,1,8,0.0,0.0,0.0
3,1,9,0.0,0.0,0.0
3,1,10,0.0,0.0,0.0
3,1,11,0.0,0.0,0.0
3,1,12,0.0,0.0,0.0
3,1,13,0.0,0.0,0.0
3,1,14,0.0,0.0,0.0
3,1,15,0.0,0.0,0.0
3,1,16,0.0,0.0,0.0
3,1,17,0.0,0.0,0.0
3,1,18,0.0,0.0,0.0
3,1,19,0.0,0.0,0.0
3,1,20,0.0,0.0,0.0
3,1,21,0.5184893012046814,0.2938480377197265,-0.8308054804801941
3,1,22,0.4736600518226623,0.2695028781890869,-0.8166880011558533
3,1,23,0.4994350969791412,0.3371211886405945,-0.7493031024932861
4,0,0,0.7500105500221252,0.5843101143836975,1.628007169074408e-07
4,0,1,0.7269074320793152,0.5556005239486694,-0.0066187656484544
4,0,2,0.7140132784843445,0.5265251398086548,-0.0142825851216912
4,0,3,0.7082168459892273,0.5049635171890259,-0.0235682278871536
4,0,4,0.7018502950668335,0.4951783716678619,-0.0328813940286636
4,0,5,0.7466238141059875,0.4886411428451538,-0.0143023384734988
4,0,6,0.7435475587844849,0.4504069685935974,-0.0290160477161407
4,0,7,0.7406272292137146,0.4251396656036377,-0.038609642535448
4,0,8,0.7388795018196106,0.4047693014144897,-0.0443702340126037
4,0,9,0.7621288299560547,0.4966428279876709,-0.0222020354121923
4,0,10,0.7574352622032166,0.4531824886798858,-0.0360669232904911
4,0,11,0.7517173290252686,0.4254006147384643,-0.0440188609063625
4,0,12,0.7464640736579895,0.4050052165985107,-0.0479520075023174
4,0,13,0.7716115713119507,0.514453649520874,-0.0307899620383977
4,0,14,0.7494616508483887,0.4937260448932647,-0.0476982295513153
4,0,15,0.7313360571861267,0.4992747902870178,-0.0508399680256843
4,0,16,0.7199528813362122,0.508581817150116,-0.0489150136709213
4,0,17,0.7724665403366089,0.5385615229606628,-0.0399947613477706
4,0,18,0.7455498576164246,0.5302343368530273,-0.0525818206369876
4,0,19,0.7264620661735535,0.532980740070343,-0.0524000488221645
4,0,20,0.7135378122329712,0.5388268232345581,-0.0494640357792377
4,0,21,0.5154498219490051,0.2941951155662536,-0.8926676511764526
4,0,22,0.5285965800285339,0.2564376592636108,-0.8415337204933167
4,0,23,0.540783166885376,0.3303914666175842,-0.758832573890686
4,1,0,0.0,0.0,0.0
4,1,1,0.0,0.0,0.0
4,1,2,0.0,0.0,0.0
4,1,3,0.0,0.0,0.0
4,1,4,0.0,0.0,0.0
4,1,5,0.0,0.0,0.0
4,1,6,0.0,0.0,0.0
4,1,7,0.0,0.0,0.0
4,1,8,0.0,0.0,0.0
4,1,9,0.0,0.0,0.0
4,1,10,0.0,0.0,0.0
4,1,11,0.0,0.0,0.0
4,1,12,0.0,0.0,0.0
4,1,13,0.0,0.0,0.0
4,1,14,0.0,0.0,0.0
4,1,15,0.0,0.0,0.0
4,1,16,0.0,0.0,0.0
4,1,17,0.0,0.0,0.0
4,1,18,0.0,0.0,0.0
4,1,19,0.0,0.0,0.0
4,1,20,0.0,0.0,0.0
4,1,21,0.5154498219490051,0.2941951155662536,-0.8926676511764526
4,1,22,0.4687142372131347,0.2709492444992065,-0.8768793940544128
4,1,23,0.4971198737621307,0.3376985192298889,-0.8061967492103577
7,0,0,0.7287279367446899,0.5233576893806458,-2.886624983489128e-08
7,0,1,0.7025229930877686,0.4974150061607361,-0.0052394834347069
7,0,2,0.6866124272346497,0.4744588136672973,-0.0134826311841607
7,0,3,0.6774799823760986,0.4615758061408996,-0.0231742486357688
7,0,4,0.6693727970123291,0.4577588140964508,-0.0333831049501895
7,0,5,0.7161774039268494,0.4315762519836426,-0.0162958707660436
7,0,6,0.7029014229774475,0.3949475586414337,-0.0319852642714977
7,0,7,0.692161500453949,0.3685568571090698,-0.0442819446325302
7,0,8,0.6837711334228516,0.3471766114234924,-0.0531352348625659
7,0,9,0.7291275262832642,0.4412066638469696,-0.0233525354415178
7,0,10,0.7046007513999939,0.4247453212738037,-0.041372787207365
7,0,11,0.696111261844635,0.4361364245414734,-0.0474834144115448
7,0,12,0.696639895439148,0.4466567933559418,-0.0494100227952003
7,0,13,0.7366058230400085,0.4586350619792938,-0.0308041870594024
7,0,14,0.7056185603141785,0.4508651196956634,-0.0462732762098312
7,0,15,0.6950899362564087,0.4642398953437805,-0.0433880090713501
7,0,16,0.6963385343551636,0.4762641489505768,-0.0384187325835228
7,0,17,0.7386065125465393,0.4809533357620239,-0.0390336066484451
